cluster_id,product_code,description,cluster_size
cluster_139,1033A211,BF LOIN BB TRI-TIP-PLD CH FMC,12
cluster_139,1033A413,BF LOIN BB TRI-TIP-PLD ME LFT,12
cluster_139,1033A414,BF LOIN BB TRI-TIP-PLD-z ME PRA,12
cluster_347,10260845,BF LOIN SHORT 0x1 CH OMA-HAL,18
cluster_347,10260840,BF LOIN SHORT 0x1 CH OMA,18
cluster_347,1026A20,BF LOIN SHORT-z 0x1 ME GUS,18
cluster_347,10260843,BF LOIN SHORT 0x1 OMA-HRF,18
cluster_347,1026ARI,BF LOIN SHORT 0x1 CH IBP D4377AC,18
cluster_347,1026ARI9,BF LOIN SHORT 0x1 CH AUR,18
cluster_347,1026A1S,BF LOIN SHORT 0x1 ME SUK,18
cluster_347,10261051,BF LOIN SHORT-z 0x1 PR IBB,18
cluster_347,10260120,BF LOIN SHORT 0x1 ME PRA,18
cluster_347,10261026,BF LOIN SHORT 0x1 PR OMA-HAL,18
cluster_347,1026ARI,BF LOIN SHORT 0x1 CH IBP D4377AC,18
cluster_347,10260840,BF LOIN SHORT 0x1 CH OMA,18
cluster_347,10260118,BF LOIN SHORT-z 0x1 ME SAN,18
cluster_347,1026100,BF LOIN SHORT 0x1 CH IBP-SRA,18
cluster_347,10261021,BF LOIN SHORT 0x1 CAB OMA,18
cluster_347,10260112,BF LOIN SHORT 0x1 ME FCB,18
cluster_347,1026009,BF LOIN SHORT 0x1 PR IBP,18
cluster_347,10260112,BF LOIN SHORT 0x1 ME FCB,18
cluster_382,10277010,BF LOIN STRIP 0x1 CH OMA-HAL,17
cluster_382,10286,BF LOIN STRIP 0x1_No.2 EXC,17
cluster_382,1028234,BF LOIN STRIP-BI 1x1 CAB OMA,17
cluster_382,10278010,BF LOIN STRIP 0x1 CAB OMA,17
cluster_382,10283989,BF LOIN STRIP 0x1 PR *__,17
cluster_382,10277003,BF LOIN STRIP 0x1 CH OMA,17
cluster_382,1027483,BF LOIN STRIP 0x1 ME LFT,17
cluster_382,10283073,BF LOIN STRIP-BI 1x1 PR OMA,17
cluster_382,10278350,BF LOIN STRIP 0x1 ME SUK,17
cluster_382,10278350,BF LOIN STRIP 0x1 ME SUK,17
cluster_382,1028235,BF LOIN STRIP-BI 1x1 CH OMA,17
cluster_382,10277504,BF LOIN STRIP 0x1 CAB *__,17
cluster_382,10284,BF LOIN STRIP 1x1 PR OMA,17
cluster_382,10277516,BF LOIN STRIP 0x1 PR AUR,17
cluster_382,10235061,BF LOIN STRIP 0x1 CH CRK-CT,17
cluster_382,1027767,BF LOIN STRIP 0x1 CH IBP D4277AH,17
cluster_382,10277507,BF LOIN STRIP 0x1 PR CRK-MC,17
cluster_372,1035A2G1,BF Loin Tend PSMO 5+ CH OMA-HAL,16
cluster_372,1035A2GO,BF Loin Tend PSMO 5+ CH OMA,16
cluster_372,10357012,BF Loin Tend PSMO 5+ CH *__,16
cluster_372,10350010,BF Loin Tend PSMO 5+ ME SUK,16
cluster_372,1035A2B7,BF Loin Tend PSMO 5+ CH UPI,16
cluster_372,10311293,BF Loin Tend PSMO-z 5+ CH-GF WGF,16
cluster_372,1035A2BP,BF Loin Tend PSMO 5+ CH IBP D4087AH,16
cluster_372,1035A215,BF Loin Tend PSMO 5+ CAB OMA,16
cluster_372,10357015,BF Loin Tend PSMO-#2 IBP,16
cluster_372,10357026,BF Loin Tend PSMO-#2 SE IBP,16
cluster_372,1035A3GO,BF Loin Tend PSMO 5+ PR OMA,16
cluster_372,10350457,BF Loin Tend PSMO 5+ CH EXC,16
cluster_372,10357748,BF Loin Tend PSMO 5+ PR CRK,16
cluster_372,1035A2B1,BF Loin Tend PSMO 5+ CH-AAA STH,16
cluster_372,10350452,BF Loin Tend PSMO MISC SEL-AA EXC,16
cluster_372,10352,BF Loin Tend SSR CH FMC,16
cluster_335,10304RP1,BF Loin Tendr Butt PLD CAB OMA,6
cluster_335,10359976,BF Loin Tendr Butt PLD-z ME SUK-HVY,6
cluster_335,10304RP3,BF Loin Tendr Butt PLD PR OMA,6
cluster_335,10359976,BF Loin Tendr Butt PLD-z ME SUK-HVY,6
cluster_335,10304T1,BF Loin Tendr Butt-z PLD CH AUR,6
cluster_335,1035951,BF Loin Tendr Butt-z PLD ME GUS,6
cluster_369,103738,BF LOIN TOP BUT XT HRF OMA,28
cluster_369,1030A1G1,BF LOIN TOP BUT XT NR OMA,28
cluster_369,1031087,BF LOIN TOP BUT-COULOT PLD-z CA IBP,28
cluster_369,103001G1,BF LOIN TOP BUT XT PR OMA-H,28
cluster_369,1003857,BF LOIN TOP BUT-z XT CH-GF WGF,28
cluster_369,1031078,BF LOIN TOP BUT-COULOT PLD-z CH IBP,28
cluster_369,1031082,BF LOIN TOP BUT-COULOT PLD CAB IBP,28
cluster_369,1033NRSK,BF LOIN TOP BUT ME GUS,28
cluster_369,1030A1GO,BF LOIN TOP BUT NR OMA,28
cluster_369,1030NRSK,BF LOIN TOP BUT-z ME SUK,28
cluster_369,1030A1C1,BF LOIN TOP BUT XT CH CRK,28
cluster_369,1031078,BF LOIN TOP BUT-COULOT PLD-z CH IBP,28
cluster_369,10310963,BF LOIN TOP BUT-CCHRT CAB OMA,28
cluster_369,1030A2GO,BF LOIN TOP BUT CH OMA,28
cluster_369,10308738,BF LOIN TOP BUT CA OMA,28
cluster_369,1031085,BF LOIN TOP BUT-COULOT F/ON PR OMA,28
cluster_369,1031040,BF LOIN TOP BUT XT SE OMA,28
cluster_369,1031076,BF LOIN TOP BUT-COULOT F/ON CH *__,28
cluster_369,10310789,BF LOIN TOP BUT-COULOT PLD PR OMA_,28
cluster_369,1030A6G3,BF LOIN TOP BUT XT ANG OMC,28
cluster_369,10295,BF LOIN TOP BUT NR AME,28
cluster_369,10310791,BF LOIN TOP BUT-COULOT PLD CH OMA,28
cluster_369,10310994,BF LOIN TOP BUT-CCHRT PR OMA,28
cluster_369,10300133,BF LOIN TOP BUT XT CH AUR,28
cluster_369,10300136,BF LOIN TOP BUT XT PR AUR,28
cluster_369,1030A6G5,BF LOIN TOP BUT XT CH OMA-H,28
cluster_369,1030NRSK,BF LOIN TOP BUT-z ME SUK,28
cluster_369,103001GO,BF LOIN TOP BUT XT PR OMA,28
cluster_180,104356,BF OXTAIL - CUT 25#,5
cluster_180,10433BM,BF OXTAIL-z AFG 20#,5
cluster_180,10432I,BF OXTAIL FRESH AUR 25#,5
cluster_180,10433BM,BF OXTAIL-z AFG 20#,5
cluster_180,10432999,BF OXTAIL-z AUR 25#,5
cluster_356,10516014,BF PAT 100% -z RND-ST 2-1 10#,8
cluster_356,10544A19,BF PAT 100%-z PR RND-ST 4-1 5#,8
cluster_356,10516,BF PAT 100% RND-ST 2-1 5#,8
cluster_356,10540C5,BF PAT 100% RND-ST 3-1 5#,8
cluster_356,10544A1,BF PAT 100%-z RND-ST 4-1 5#,8
cluster_356,10544012,BF PAT 100% RND-ST 5-1 10#,8
cluster_356,10544011,BF PAT 100%-z RND-ST 5-1 5#,8
cluster_356,10527,BF PAT 100% RND-ST 6-1 5#,8
cluster_355,10544011,BF PAT 100%-z RND-ST 5-1 5#,9
cluster_355,10516710,BF PAT 100% RND-ST 3-1 2/5#-VP,9
cluster_355,10516,BF PAT 100% RND-ST 2-1 5#,9
cluster_355,10544012,BF PAT 100% RND-ST 5-1 10#,9
cluster_355,10544080,BF PAT 100% RND-ST 4-1 2/5#-VP,9
cluster_355,10516023,BF PAT 100% RND-ST 2-1 2/5#-VP,9
cluster_355,10516024,BF PAT 100% RND-ST 2-1 5/4CT-VP,9
cluster_355,10544A1,BF PAT 100%-z RND-ST 4-1 5#,9
cluster_355,10540C5,BF PAT 100% RND-ST 3-1 5#,9
cluster_352,10540056,BF PAT CH RND-ST 10-oz 2/5#VP,8
cluster_352,10540049,BF PAT CH RND-ST 6-oz 10#,8
cluster_352,1054012,BF PAT CH RND-ST 6-oz 2/5#VP,8
cluster_352,10517138,BF PAT PR RND-ST 06-oz 10#,8
cluster_352,10517130,BF PAT PR RND-ST 06-oz 2/5#-VP,8
cluster_352,10517102,BF PAT PR RND-ST 07-oz 10#,8
cluster_352,10501711,BF PAT PR RND-ST 07-oz 2/5#-VP,8
cluster_352,10517102,BF PAT PR RND-ST 07-oz 10#,8
cluster_351,10517120,BF PAT PR RND-ST-z 3-1 10#,18
cluster_351,10517472,BF PAT PR RND-ST 2-1 5/4CT-VP,18
cluster_351,10517224,BF PAT PR RND-ST 8-1 MINI 5#-VP,18
cluster_351,10517163,BF PAT PR RND-ST-z 2-1 5# FMC,18
cluster_351,10517063,BF PAT PR RND-ST 3-1 2/5#-VP,18
cluster_351,10512100,BF PAT GF CH RND-ST 2-1 5/1#-VP,18
cluster_351,10517068,BF PAT PR RND-ST 3-1 5/2#-VP,18
cluster_351,10517402,BF PAT PR RND-ST 2-1 5/2P-VP,18
cluster_351,10516017,BF PAT CH RND-ST 3-1 2/5#-VP,18
cluster_351,10517131,BF PAT PR RND-ST 6-1 5#,18
cluster_351,10517120,BF PAT PR RND-ST-z 3-1 10#,18
cluster_351,10517,BF PAT PR RND-ST-z 2-1 10#,18
cluster_351,10517163,BF PAT PR RND-ST-z 2-1 5# FMC,18
cluster_351,10517817,BF PAT PR RND-ST 4-1 2/5#-VP,18
cluster_351,10517465,BF PAT PR RND-ST 2-1 2/5#-VP,18
cluster_351,10516013,BF PAT CH RND-ST 2-1-2/5#-VP,18
cluster_351,10517222,BF PAT PR RND-ST 8-1 MINI 2/5#-VP,18
cluster_351,10517951,BF PAT PR RND-ST 6-1 2/5#-VP,18
cluster_222,50088B,BF PAT SOY 2-1 5#,14
cluster_222,50088B,BF PAT SOY 2-1 5#,14
cluster_222,5009977,BF PAT SOY 3-1 10# z,14
cluster_222,5009977,BF PAT SOY 3-1 10# z,14
cluster_222,50088042,BF PAT SOY-z 3-1 5#,14
cluster_222,50099102,BF PAT SOY 4-1 5#,14
cluster_222,5009910,BF PAT SOY-z 5-1 5#,14
cluster_222,50088041,BF PAT SOY OVAL 2-1 5#,14
cluster_222,5009988,BF PAT SOY-z WHOP 4-1 5#,14
cluster_222,50088042,BF PAT SOY-z 3-1 5#,14
cluster_222,50099102,BF PAT SOY 4-1 5#,14
cluster_222,5009910,BF PAT SOY-z 5-1 5#,14
cluster_222,50088041,BF PAT SOY OVAL 2-1 5#,14
cluster_222,5009988,BF PAT SOY-z WHOP 4-1 5#,14
cluster_334,1016316,BF PECTORAL MEAT ANG OMA,7
cluster_334,1016310,BF PECTORAL MEAT CAB OMA,7
cluster_334,10162XL,BF PECTORAL MEAT CH *__,7
cluster_334,1016366,BF PECTORAL MEAT CH CRK-MC,7
cluster_334,10163XL,BF PECTORAL MEAT CH OMA,7
cluster_334,1016314,BF PECTORAL MEAT OMA-HRF,7
cluster_334,1016313,BF PECTORAL MEAT PR OMA,7
cluster_360,1016491,BF RIB BACK RIB ME SUK,11
cluster_360,10169749,BF RIB BACK RIB-z CH CRK-MC-HAL,11
cluster_360,10169900,BF RIB BACK RIB-z CH IBP,11
cluster_360,10169751,BF RIB BACK RIB-z CH OMA,11
cluster_360,10169750,BF RIB BACK RIB-z CH OMA-HAL,11
cluster_360,10169903,BF RIB BACK RIB-z CH_*,11
cluster_360,10169437,BF RIB BACK RIB-z ME GUS,11
cluster_360,10169433,BF RIB BACK RIB-z ME LFT,11
cluster_360,10169436,BF RIB BACK RIB-z ME PEV,11
cluster_360,1016491,BF RIB BACK RIB ME SUK,11
cluster_360,10169907,BF RIB BACK RIB-z NR HAR,11
cluster_160,1060A117,BF RIB Meat Lifter/Blade ANG OMC,14
cluster_160,1060A107,BF RIB Meat-z Lifter/Blade CAB OMA,14
cluster_160,1060A1XL,BF RIB Meat Lifter/Blade CH *__,14
cluster_160,1060A115,BF RIB Meat Lifter/Blade CH CRK,14
cluster_160,1060A100,BF RIB Meat-z Lifter/Blade CH OMA,14
cluster_160,1060A118,BF RIB Meat Lifter/Blade CH US 212,14
cluster_160,1060A109,BF RIB Meat-z Lifter/Blade OMA-HRF,14
cluster_160,1060A105,BF RIB Meat Lifter/Blade PR OMA,14
cluster_160,1060A107,BF RIB Meat-z Lifter/Blade CAB OMA,14
cluster_160,1060A100,BF RIB Meat-z Lifter/Blade CH OMA,14
cluster_160,1060A109,BF RIB Meat-z Lifter/Blade OMA-HRF,14
cluster_160,10301211,"Lifter Meat (Blade), Creeckstone (Prime)",14
cluster_160,10301204,"Lifter Meat (Blade), Creekstone (Ch)",14
cluster_160,10301004,"Lifter Meat (Blade), GreaterOmaha (Ch)",14
cluster_386,10040009,BF RIBEYE BI HVY-FRC CAB OMA,42
cluster_386,1003A2GO,BF RIBEYE BI-z HVY CH OMA,42
cluster_386,10065204,BF RIBEYE BNL L/O-HVY ME FCB,42
cluster_386,10040004,BF RIBEYE BI-z HVY-FRC CH IBP,42
cluster_386,10065SUK,BF RIBEYE BI HVY ME SUK-z,42
cluster_386,1056769,BF RIBEYE BNL L/O-HVY ME SAN,42
cluster_386,1006532,BF RIBEYE BNL L/O-HVY HER OMC,42
cluster_386,10040010,BF RIBEYE BI-z HVY-FRC PR OMA,42
cluster_386,10065862,BF RIBEYE BNL L/O-LGT CA OMA,42
cluster_386,10371011,BF STK RIBEYE BNL PR OMA - EE CTS,42
cluster_386,10065000,BF RIBEYE BNL-z L/O-HVY ME PRA,42
cluster_386,10067011,BF STK RIBEYE BNL CH SPLT- RST,42
cluster_386,1005001,BF RIBEYE BI HVY PR NB,42
cluster_386,10040002,BF RIBEYE BI-z HVY-FRC CH THWK FM,42
cluster_386,10061131,BF STK RIBEYE BI-FRC CAB-L CTS,42
cluster_386,100613,BF RIBEYE BNL L/O-HVY NR WAS,42
cluster_386,1003A2I1,BF RIBEYE BI HVY CH BLM,42
cluster_386,1003816,BF RIBEYE BNL L/O-HVY CH GRF,42
cluster_386,1003A4NT,BF STK RIBEYE BI CAB-L CTS EE,42
cluster_386,10049998,BF RIBEYE BI HVY PR IBP,42
cluster_386,10065862,BF RIBEYE BNL L/O-LGT CA OMA,42
cluster_386,10040100,BF STK RIBEYE BI PR EE00S BVP,42
cluster_386,10061,BF RIBEYE BNL L/O-HVY NR EVP,42
cluster_386,10065000,BF RIBEYE BNL-z L/O-HVY ME PRA,42
cluster_386,100404,BF RIBEYE BI HVY PR OMA-HAL,42
cluster_386,10569954,BF RIBEYE BNL L/O-HVY PR OMA-HAL,42
cluster_386,10067500,BF STK RIBEYE BNL CH EE-S/A CTS,42
cluster_386,10065871,BF RIBEYE BNL L/O-HVY ANG OMC,42
cluster_386,1003A2GO,BF RIBEYE BI-z HVY CH OMA,42
cluster_386,10030909,BF STK RIBEYE BI CH CTS,42
cluster_386,10065864,BF RIBEYE BNL L/O-LGT CH OMA,42
cluster_386,10067550,BF STK RIBEYE BNL CH EE-S/A-12,42
cluster_386,1056769,BF RIBEYE BNL L/O-HVY ME SAN,42
cluster_386,100399,BF RIBEYE BI HVY PR OMA,42
cluster_386,10061713,BF STK RIBEYE BI-FRC CH CTS,42
cluster_386,1056680,BF RIBEYE BNL L/O-HVY SE OMA,42
cluster_386,10065204,BF RIBEYE BNL L/O-HVY ME FCB,42
cluster_386,10065845,BF STK RIBEYE BNL CAB-L OMA CC CTS,42
cluster_386,1001004,BF STK RIBEYE BI PR CTS EE,42
cluster_386,10065290,BF RIBEYE BNL-z L/O-HVY ME LFT,42
cluster_386,1006A200,BF RIBEYE BNL-z L/O-HVY CH NAT,42
cluster_386,10031923,BF RIBEYE BI HVY CAB OMA,42
cluster_104,10180550,BF ROUND 160-CP CH AUR,8
cluster_104,1018A2AR,BF ROUND 160-CP CH *__,8
cluster_104,1019A2GO,BF ROUND 160-CP CH OMA,8
cluster_104,11039984,"Rounds Bnls 161, (Ch)",8
cluster_104,1018A3GR,BF ROUND 161 2 PC BNLS CH AUR,8
cluster_104,10180553,BF ROUND 160-CP CH UIB,8
cluster_104,11033334,"Rounds Bnls 161, Upper Iowa (Ch)",8
cluster_104,10194,BF ROUND 160-CP-Handle-On CH ~M,8
cluster_338,10225786,BF ROUND BOT GOOSENK CAB OMA,8
cluster_338,10225A,BF ROUND BOT GOOSENK CH *__,8
cluster_338,1022578,BF ROUND BOT GOOSENK CH AUR,8
cluster_338,10225790,BF ROUND BOT GOOSENK CH IBP,8
cluster_338,10225784,BF ROUND BOT GOOSENK CH OMA,8
cluster_338,10225787,BF ROUND BOT GOOSENK HRF,8
cluster_338,10225785,BF ROUND BOT GOOSENK OMA-CLS,8
cluster_338,102251,BF ROUND BOT GOOSENK PR OMA,8
cluster_339,1710A28,BF ROUND EYE RNDS ANG OMA-H,18
cluster_339,1710A26,BF ROUND EYE RNDS CA AUR,18
cluster_339,1710A23,BF ROUND EYE RNDS CA OMA,18
cluster_339,1710610,BF ROUND EYE RNDS CA-SWI-SBA,18
cluster_339,1710A110,BF ROUND EYE RNDS CAB IBP,18
cluster_339,1710A111,BF ROUND EYE RNDS CAB OMA,18
cluster_339,1710AZ1,BF ROUND EYE RNDS CH *__,18
cluster_339,1710A1AR,BF ROUND EYE RNDS CH AUR,18
cluster_339,1710A1I1,BF ROUND EYE RNDS CH BLM,18
cluster_339,1710852,BF ROUND EYE RNDS CH FM CTS,18
cluster_339,1710A1IB,BF ROUND EYE RNDS CH IBP D6257AH,18
cluster_339,1710A2GO,BF ROUND EYE RNDS CH OMA,18
cluster_339,1710A2H,BF ROUND EYE RNDS CH OMA-H,18
cluster_339,1710B2GO,BF ROUND EYE RNDS NR OMA,18
cluster_339,1710B2G1,BF ROUND EYE RNDS NR XT AME,18
cluster_339,1710A3G1,BF ROUND EYE RNDS PR OMA,18
cluster_339,1710A3G3,BF ROUND EYE RNDS PR OMA-H,18
cluster_339,1710A4G2,BF ROUND EYE RNDS SEL OMA,18
cluster_225,10212,BF ROUND KNUCKLE PLD CH BMT,22
cluster_225,10268024,BF ROUND KNUCKLE PLD CAB OMA-HAL,22
cluster_225,1026A2GO,BF ROUND KNUCKLE PLD CH OMA,22
cluster_225,1085A1AM,BF ROUND KNUCKLE PLD CH * HALAL,22
cluster_225,1026655,BF ROUND KNUCKLE PLD ANG OMA,22
cluster_225,1024A2NT,BF ROUND KNUCKLE PLD CH NAT,22
cluster_225,10209CE,BF ROUND KNUCKLE PLD CH WRE,22
cluster_225,1026A8GO,BF ROUND KNUCKLE PLD PR OMA,22
cluster_225,1026A202,BF ROUND KNUCKLE PLD SE OMA,22
cluster_225,1026656,BF ROUND KNUCKLE PLD ANG CH OMA,22
cluster_225,10209,BF ROUND KNUCKLE PLD CH AUR,22
cluster_225,1026903,BF ROUND KNUCKLE PLD CH DMK,22
cluster_225,1023NRS1,BF ROUND KNUCKLE PLD ME FCB,22
cluster_225,10268020,BF ROUND KNUCKLE PLD CH OMA-HAL,22
cluster_225,1023NRSK,BF ROUND KNUCKLE PLD ME SUK,22
cluster_225,1026658,BF ROUND KNUCKLE PLD ANG OMA-HAL,22
cluster_225,10201112,BF ROUND KNUCKLE PLD NR EVP,22
cluster_225,1026A2H,BF ROUND KNUCKLE PLD PR OMA-H,22
cluster_225,10210,BF ROUND KNUCKLE PLD CH NBF,22
cluster_225,1026A218,BF ROUND KNUCKLE PLD NR OMA,22
cluster_225,1024A2C1,BF ROUND KNUCKLE PLD PR CRK,22
cluster_225,1085A2AM,BF ROUND KNUCKLE PLD CH AME,22
cluster_344,1021AAG1,BF ROUND OS FLAT ANG OMA,12
cluster_344,10230886,BF ROUND OS FLAT CA AUR,12
cluster_344,10230AAA,BF ROUND OS FLAT CH AUR,12
cluster_344,10229080,BF ROUND OS FLAT CH NAT,12
cluster_344,1021AAGB,BF ROUND OS FLAT CH OMA,12
cluster_344,10233AIW,BF ROUND OS FLAT CH WRE,12
cluster_344,1023A2I1,BF ROUND OS FLAT CH WSH,12
cluster_344,10211000,BF ROUND OS FLAT OMA-HRF,12
cluster_344,1023AAGO,BF ROUND OS FLAT PR OMA,12
cluster_344,10211002,BF ROUND OS FLAT XT ANG OMC,12
cluster_344,10231B,BF ROUND OS FLAT->CH CTS,12
cluster_344,10230450,BF ROUND OS FLAT-S/OFF NR AFG,12
cluster_343,1060A110,BF ROUND OS HEEL MEAT CA AUR,14
cluster_343,1060A200,BF ROUND OS HEEL MEAT CAB OMA,14
cluster_343,1060A203,BF ROUND OS HEEL MEAT CH *__,14
cluster_343,10601200,BF ROUND OS HEEL MEAT CH AGRI,14
cluster_343,1060A1AU,BF ROUND OS HEEL MEAT CH AUR,14
cluster_343,10601199,BF ROUND OS HEEL MEAT CH BLM,14
cluster_343,10601201,BF ROUND OS HEEL MEAT CH IBB,14
cluster_343,1060A204,BF ROUND OS HEEL MEAT CH UIB,14
cluster_343,1060A189,BF ROUND OS HEEL MEAT CH WRE,14
cluster_343,1060A201,BF ROUND OS HEEL MEAT HRF,14
cluster_343,1060A193,BF ROUND OS HEEL MEAT NR EVP,14
cluster_343,1060A208,BF ROUND OS HEEL MEAT NR IBB,14
cluster_343,1060A206,BF ROUND OS HEEL MEAT NR OMA,14
cluster_343,1060A192,BF ROUND OS HEEL MEAT NR WRE,14
cluster_332,10212012,BF ROUND TOP INSIDE XT CH EXC,24
cluster_332,1021419,BF ROUND TOP INSIDE-COSMO CH NAT,24
cluster_332,1021412,BF ROUND TOP INSIDE CH+ OMA-HEF-H,24
cluster_332,1024172,BF ROUND TOP INSIDE XT ANG OMC-H,24
cluster_332,1021A1Z1,BF ROUND TOP INSIDE CH EXC,24
cluster_332,1024170,BF ROUND TOP INSIDE XT ANG OMC,24
cluster_332,10212575,BF ROUND TOP INSIDE XT PR OMA,24
cluster_332,1713A2NT,BF ROUND TOP INSIDE XT CH NAT6472,24
cluster_332,1021A3CS,BF ROUND TOP INSIDE XT CH CRK,24
cluster_332,10210123,BF ROUND TOP INSIDE->CH CTS,24
cluster_332,10292,BF ROUND TOP INSIDE XT CH IBP-SRA,24
cluster_332,10214022,BF ROUND TOP INSIDE XT CH AME,24
cluster_332,102145,BF ROUND TOP INSIDE CH-GF PRE,24
cluster_332,10212572,BF ROUND TOP INSIDE XT PR OMA-H,24
cluster_332,10231683,BF ROUND TOP INSIDE-PLD CH OMA,24
cluster_332,10223B,BF ROUND TOP INSIDE CAB *__,24
cluster_332,1021A2GM,BF ROUND TOP INSIDE XT CH OMA,24
cluster_332,10213A2I,BF ROUND TOP INSIDE XT CH WRE,24
cluster_332,10210240,BF ROUND TOP INSIDE-PLD-CO CH IBP,24
cluster_332,1021A110,BF ROUND TOP INSIDE XT CAB IBP,24
cluster_332,1021A1ZZ,BF ROUND TOP INSIDE CH *__,24
cluster_332,1021A1IB,BF ROUND TOP INSIDE XT CH IBP 6117,24
cluster_332,1021410,BF ROUND TOP INSIDE CH+ OMA-HEF_,24
cluster_332,1024173,BF ROUND TOP INSIDE XT ANG-CH OMC,24
cluster_350,10607,BF SHANK HIND ME SUK,27
cluster_350,1060A2AU,BF SHANK HIND CH AUR,27
cluster_350,1060A2AB,BF SHANK HIND NR AME,27
cluster_350,105488,BF SHANK-FORE ME SUK,27
cluster_350,1060786,BF SHANK HIND-z ME FCB,27
cluster_350,1060A612,BF SHANK HIND CH IAP,27
cluster_350,1060A3AU,BF SHANK HIND NR AUR,27
cluster_350,1060A2AU,BF SHANK HIND CH AUR,27
cluster_350,1060786,BF SHANK HIND-z ME FCB,27
cluster_350,10605154,BF SHANK HIND-z>ME CC 1.25in,27
cluster_350,1060A625,BF SHANK HIND CH-ANG UIB,27
cluster_350,10604467,BF SHANK HIND-z>ME CC 2.0-in,27
cluster_350,1060A624,BF SHANK HIND CH UIB,27
cluster_350,1060A616,BF SHANK HIND BLK-ANG CH IAP,27
cluster_350,105488,BF SHANK-FORE ME SUK,27
cluster_350,10606,BF SHANK HIND-z CH WRE,27
cluster_350,1054202,BF SHANK-FORE-z ME LFT,27
cluster_350,106308,BF SHANK HIND ME LFT,27
cluster_350,1060A210,BF SHANK HIND NR EVP 4/18,27
cluster_350,1060A2AB,BF SHANK HIND NR AME,27
cluster_350,106050,BF SHANK HIND-z>ME EE 1.5-in,27
cluster_350,1060A2PM,BF SHANK HIND ME *__ FRESH,27
cluster_350,1060A615,BF SHANK HIND DMK,27
cluster_350,1060A3AU,BF SHANK HIND NR AUR,27
cluster_350,1060A2AA,BF SHANK HIND CH AME,27
cluster_350,1060A223,BF SHANK HIND-z CH BMT #15532,27
cluster_350,105423,BF SHANK-FORE ME GUS,27
cluster_373,10088,BF SHORT RIB PLA-BI CH *__,20
cluster_373,100100,BF SHORT RIB PLA-BI CH BLM,20
cluster_373,10086990,BF SHORT RIB PLA-BI CH EVP,20
cluster_373,10097,BF SHORT RIB PLA-BI-z CH IAP,20
cluster_373,10086998,BF SHORT RIB PLA-BI CH NAT,20
cluster_373,1008636,BF SHORT RIB PLA-BI CH OMA-HAL,20
cluster_373,10159,BF SHORT RIB PLA-BI NR IBP,20
cluster_373,101610,BF SHORT RIB PLA-BI NR NBF,20
cluster_373,1008632,BF SHORT RIB PLA-BI OMA-HRF,20
cluster_373,1008626,BF SHORT RIB PLA-BI PR OMA,20
cluster_373,101626,BF SHORT RIB PLA-BI SEL CRK,20
cluster_373,10097,BF SHORT RIB PLA-BI-z CH IAP,20
cluster_373,10086998,BF SHORT RIB PLA-BI CH NAT,20
cluster_373,10159712,BF SHORT RIB PLA-BI-z ME FCB,20
cluster_373,10170474,BF SHORT RIB PLA-BI> CH CTS,20
cluster_373,10170441,BF SHORT RIB PLA-BI> CH IBP .50-in,20
cluster_373,10170455,BF SHORT RIB PLA-BI> NR IBP .5-in,20
cluster_373,10170477,BF SHORT RIB PLA-BI> PR CTS,20
cluster_373,10158200,BF SHORT RIB PLA-BNL>CH CTS,20
cluster_373,101628,BF SHORT RIB PLA-z BI SEL CRK,20
cluster_374,1072A111,BF SHORT RIB-CHU-BI-z ME FCB,21
cluster_374,1015310,BF SHORT RIB-CHU-BI CH WRE,21
cluster_374,1072A1SK,BF SHORT RIB-CHU-BI ME SUK,21
cluster_374,1072A3GO,BF SHORT RIB-CHU-BI PR OMA,21
cluster_374,1072A129,BF SHORT RIB-CHU-BI-z ME LFT,21
cluster_374,10151346,BF SHORT RIB-CHU-BI CH CRK,21
cluster_374,107213,BF SHORT RIB-CHU-BI-z ME GUS,21
cluster_374,101470,BF SHORT RIB-CHU-BI NR DMK,21
cluster_374,101511,BF SHORT RIB-CHU-BI CAB OMA,21
cluster_374,10151,BF SHORT RIB-CHU-BI CH OMA,21
cluster_374,1072106,BF SHORT RIB-CHU-BI-z PR WRE,21
cluster_374,10082494,BF SHORT RIB-CHU-BI-z PR CRK,21
cluster_374,1015312,BF SHORT RIB-CHU-BI-z CAB WRE,21
cluster_374,1072A111,BF SHORT RIB-CHU-BI-z ME FCB,21
cluster_374,10082R,BF SHORT RIB-CHU-BI CH *__,21
cluster_374,101470,BF SHORT RIB-CHU-BI NR DMK,21
cluster_374,107280S,BF SHORT RIB-CHU-BI-z ME SAN,21
cluster_374,10724S,BF SHORT RIB-CHU-BI> CH CTS2X2,21
cluster_374,10724X,BF SHORT RIB-CHU-BI> ME CTS2X2,21
cluster_374,107213,BF SHORT RIB-CHU-BI-z ME GUS,21
cluster_374,1072106,BF SHORT RIB-CHU-BI-z PR WRE,21
cluster_221,10123810,BF SKIRT OUTER.PLD IMP-ME PRA,79
cluster_221,101445,BF SKIRT INNER SE EXC,79
cluster_221,1012412,BF SKIRT OUTER.PLD-z IMP-URU SIR,79
cluster_221,10123020,BF SKIRT INNER CH NBF,79
cluster_221,10140803,BF SKIRT INNER NR CRK,79
cluster_221,10149914,BF SKIRT INNER CH AUR,79
cluster_221,10161510,BF SKIRT OUTER SE OMA,79
cluster_221,1016A215,BF SKIRT OUTER CH OMA-HAL,79
