product_id,product_code,product_description,similarity,usda_code,is_correct
item_6268,13021014,"clod shoulder xt, ibp (ch)",0.5959768295288086,114 A 3 shoulder clod,False
item_6264,13021002,"clod shoulder xt, greateromaha (cangus)",0.594363808631897,114 A 3 shoulder clod,False
item_1627,46700,"beef shoulder clod 1/4"" choice",0.592494547367096,114 A 3 shoulder clod,False
item_6263,13025763,"clod shoulder xt, est 8 angus (ch_angus)",0.5921024680137634,114 A 3 shoulder clod,False
item_6267,13021012,"clod shoulder xt, ibp (cangus)",0.5899406671524048,114 A 3 shoulder clod,False
item_6270,13021162,"clod shoulder xt, iowa premium (cangus)",0.5809213519096375,114 A 3 shoulder clod,False
item_6262,13021201,"clod shoulder xt, creekstone (prime)",0.5638284087181091,114 A 3 shoulder clod,False
item_6261,13023694,"clod shoulder xt, aurora (ch)",0.5423190593719482,114 A 3 shoulder clod,False
item_6279,13011204,"clod shoulder, creekstone (choice)",0.5415102243423462,114 A 3 shoulder clod,False
item_6269,13021013,"clod shoulder xt, ibp star ranch (ch_ang",0.5241737961769104,114 A 3 shoulder clod,False
item_6274,13021876,"clod shoulder xt, nebraska gold (n/r)",0.5065699815750122,114 A 3 shoulder clod,False
item_6283,124005,"clod tender peeled, ch, 10#a",0.5022764801979065,114 A 3 shoulder clod,False
item_6284,124003,"clod tender, ch",0.6577669382095337,114f Clod Tender (teres major),True
item_5922,170886,chk-ff nae br bs tender 8/16-oz,0.6048308610916138,114f Clod Tender (teres major),False
item_5930,17081541,chk-ff org br tender #8284 8/1.25#,0.6029166579246521,114f Clod Tender (teres major),False
item_13865,1823506,trky tenders-z per 40#,0.5809156894683838,114f Clod Tender (teres major),False
item_5285,17844017,chk br tender-z jum pec 40#,0.577755868434906,114f Clod Tender (teres major),False
item_1769,144059,"beef tender, top shelf, 190a, ch",0.5703892111778259,114f Clod Tender (teres major),False
item_6283,124005,"clod tender peeled, ch, 10#a",0.5703824758529663,114f Clod Tender (teres major),False
item_5284,17845038,chk br tender-z jum mta 4/10#,0.5603435039520264,114f Clod Tender (teres major),False
item_14116,351040,"turkey tender, 40#",0.5571005344390869,114f Clod Tender (teres major),False
item_4699,350000,"chicken tender, bnls, 40#",0.5564218759536743,114f Clod Tender (teres major),False
item_5291,17843001,chk br tender-z med gnp 40# 34400,0.5562735199928284,114f Clod Tender (teres major),False
item_6013,124007,choice clod tender-processed,0.5544047951698303,114f Clod Tender (teres major),False
item_5278,17845006,chk br tender reg-yel per tp 28#,0.5519927144050598,114f Clod Tender (teres major),False
item_5296,17844998,chk br tender-z reg fmc 40#,0.5440360903739929,114f Clod Tender (teres major),False
item_5273,17845,chk br tender reg .fmc-10#bg,0.5413193106651306,114f Clod Tender (teres major),False
item_5271,17844,chk br tender pieces gnp-34900 40#,0.5398936867713928,114f Clod Tender (teres major),False
item_5269,17843001,chk br tender med gnp 40# 34400,0.5392898917198181,114f Clod Tender (teres major),False
item_5272,17843,chk br tender reg .fmc 4/10#bg,0.5382022857666016,114f Clod Tender (teres major),False
item_13377,144162,"tenderloin, filet, ch, 16oz",0.5376042723655701,114f Clod Tender (teres major),False
item_5295,17843,chk br tender-z reg fmc 4/10#,0.5365473031997681,114f Clod Tender (teres major),False
item_5262,17844017,chk br tender jum pec 4/10#,0.5323103666305542,114f Clod Tender (teres major),False
item_5275,17843444,chk br tender reg .fmc-vp 4/10#,0.5294910073280334,114f Clod Tender (teres major),False
item_5290,17844,chk br tender-z med gnp 40#,0.5290185809135437,114f Clod Tender (teres major),False
item_1815,13101611,beef tenderloin filet prime 11oz,0.5263835191726685,114f Clod Tender (teres major),False
item_5281,17846012,chk br tender-z jum fmc 4/10#,0.5193246603012085,114f Clod Tender (teres major),False
item_5276,17843445,chk br tender reg .fmc-vp-10#,0.5185844302177429,114f Clod Tender (teres major),False
item_661,46704,"beef angus gold xt clod 1/4"" halal",0.5181338787078857,114f Clod Tender (teres major),False
item_14115,351000,"turkey tender, 18#",0.5163629651069641,114f Clod Tender (teres major),False
item_1817,13101114,beef tenderloin filet prime 14oz cc,0.5154774785041809,114f Clod Tender (teres major),False
item_5287,17844019,chk br tender-z jum pil-hal 4/10#,0.515247106552124,114f Clod Tender (teres major),False
item_14260,140071,"utility tenderloin filet/2-3#, 7oz",0.5143556594848633,114f Clod Tender (teres major),False
item_5286,17845002,chk br tender-z jum pil 4/10#,0.5125101804733276,114f Clod Tender (teres major),False
item_5280,17845033,chk br tender-z jum amk 4/10#,0.5110761523246765,114f Clod Tender (teres major),False
item_1816,13101612,beef tenderloin filet prime 12oz,0.5084377527236938,114f Clod Tender (teres major),False
item_2397,10388055,bf hanging tender-z >ch 6oz,0.5069154500961304,114f Clod Tender (teres major),False
item_5288,17844013,chk br tender-z jum wfa-hal 4/10#,0.5067517757415771,114f Clod Tender (teres major),False
item_771,11400200,beef chuck clod tender nr,0.5067071318626404,114f Clod Tender (teres major),False
item_5282,17845016,chk br tender-z jum grg 4/10#,0.5062425136566162,114f Clod Tender (teres major),False
item_5250,17845011,chk br tender jum .fmc 10#,0.5038344860076904,114f Clod Tender (teres major),False
item_5279,17845043,chk br tender sml cgl 4/10#,0.5038217902183533,114f Clod Tender (teres major),False
item_13337,140089,"tenderloin filet 3-4#, 8oz flat filet",0.5037062764167786,114f Clod Tender (teres major),False
item_5253,17845989,chk br tender jum csf 4/10#,0.5031401515007019,114f Clod Tender (teres major),False
item_13348,140042,"tenderloin filet/3-4#, 4oz",0.5019116401672363,114f Clod Tender (teres major),False
item_14261,140032,"utility tenderloin, full trim, 3-4#",0.5011521577835083,114f Clod Tender (teres major),False
item_1814,13101610,beef tenderloin filet prime 10oz,0.5009357333183289,114f Clod Tender (teres major),False
item_13349,140103,"tenderloin filet/3-4#, cc, 10oz",0.5004881620407104,114f Clod Tender (teres major),False
item_14259,140041,"utility tenderloin filet/2-3#, 4oz",0.500342845916748,114f Clod Tender (teres major),False
item_2206,10870531,bf chuck roll->3x3 sqc/jac 10#,0.7100403308868408,116 A 3 chuck roll,False
item_6103,120810,"chuck ground 80/20, 10lb",0.6521023511886597,116 A 3 chuck roll,False
item_791,42600,"beef chuck roll choice 1/4"" n\off",0.6336992979049683,116 A 3 chuck roll,False
item_6104,128005,"chuck ground 80/20, 5lb",0.63248610496521,116 A 3 chuck roll,False
item_6105,128505,"chuck ground 85/15, 5lb",0.6197503805160522,116 A 3 chuck roll,False
item_3463,22058B,bison chuck roll-z 10#,0.6093149185180664,116 A 3 chuck roll,False
item_793,42602,"beef chuck roll select 1/4"" n\off",0.601284384727478,116 A 3 chuck roll,False
item_2181,1087AAIC,bf chuck roll n/off ch aur #21620,0.600304901599884,116 A 3 chuck roll,False
item_7650,120805,ground chuck patty 80/20 5.5oz,0.5971395373344421,116 A 3 chuck roll,False
item_6172,120002,"chuck roll, buffalo",0.5957880020141602,116 A 3 chuck roll,False
item_2174,10878769,bf chuck roll n/off ca aur #61620,0.5916251540184021,116 A 3 chuck roll,False
item_14300,61120021,veal chuck roll,0.5915005803108215,116 A 3 chuck roll,False
item_2186,1087AAIB,bf chuck roll n/off ch ibp d1307ah,0.5906899571418762,116 A 3 chuck roll,True
item_9211,41980,mexican chuck roll,0.5906516313552856,116 A 3 chuck roll,False
item_2208,10870522,bf chuck roll->roast 2/5#,0.58893883228302,116 A 3 chuck roll,False
item_797,112002JB,beef chuck roll-neckoff nr,0.5876055955886841,116 A 3 chuck roll,False
item_788,42601,"beef chuck roll 1/4"" n\off ibp choice",0.5866786241531372,116 A 3 chuck roll,False
item_6133,13081004,"chuck roll n/off, greateromaha (ch)",0.5861012935638428,116 A 3 chuck roll,False
item_6148,157600001,"chuck roll n/off, heritage",0.5836800336837769,116 A 3 chuck roll,False
item_6158,13081164,"chuck roll n/off, iowa premium (ch)",0.5833355784416199,116 A 3 chuck roll,False
item_6157,13081162,"chuck roll n/off, iowa premium (cangus)",0.5819465517997742,116 A 3 chuck roll,False
item_6137,13084564,"chuck roll n/off, greateromaha hereford",0.5808433890342712,116 A 3 chuck roll,False
item_6159,13081160,"chuck roll n/off, iowa premium (nr)",0.579572856426239,116 A 3 chuck roll,False
item_1013,18230015,beef ground chuck 85/15,0.5789482593536377,116 A 3 chuck roll,False
item_7609,42330,ground beef chuck 80/20,0.5777307748794556,116 A 3 chuck roll,False
item_790,33116,"beef chuck roll ch gop 1/4"" n\off",0.5752630233764648,116 A 3 chuck roll,False
item_2207,10870532,bf chuck roll->cts g/w,0.5739855766296387,116 A 3 chuck roll,False
item_6122,13089982,"chuck roll n/off, (cangus)",0.5723134279251099,116 A 3 chuck roll,False
item_6107,120804,"chuck ground patty 80/20, 4oz",0.5701866149902344,116 A 3 chuck roll,False
item_11311,128703,pure angus grass fed chuck roll,0.569442868232727,116 A 3 chuck roll,False
item_6111,128507,"chuck ground patty 85/15, 7oz",0.569301426410675,116 A 3 chuck roll,False
item_2204,10870577,bf chuck roll->1/8-in slc 3ct-vp,0.5682255625724792,116 A 3 chuck roll,False
item_6106,128011,"chuck ground patty 80/20, 10oz",0.567476212978363,116 A 3 chuck roll,False
item_6132,13081002,"chuck roll n/off, greateromaha (cangus)",0.5660893321037292,116 A 3 chuck roll,False
item_6108,128007,"chuck ground patty 80/20, 7oz",0.56584632396698,116 A 3 chuck roll,False
item_6126,13081204,"chuck roll n/off, creekstone (ch)",0.5655736923217773,116 A 3 chuck roll,False
item_2166,10388103,bf chuck flap pr oma 12/3#,0.5652766227722168,116 A 3 chuck roll,False
item_2198,1087A116,bf chuck roll n/off-ca cad aaa,0.5644690990447998,116 A 3 chuck roll,False
item_2201,10872014,bf chuck roll n/off-ca sth aaa,0.5637423396110535,116 A 3 chuck roll,False
item_2340,10487C,bf grnd chuck 80/20 fmc 2#,0.5632269978523254,116 A 3 chuck roll,False
item_6109,128018,"chuck ground patty 80/20, 8oz",0.5631001591682434,116 A 3 chuck roll,False
item_6118,13069980,"chuck roll block ready, ch,",0.5624293684959412,116 A 3 chuck roll,False
item_6128,13081205,"chuck roll n/off, creekstone (sel)",0.5597736239433289,116 A 3 chuck roll,False
item_6119,13173745,"chuck roll bone/in, excel (aa)",0.5589394569396973,116 A 3 chuck roll,False
item_2205,10870544,bf chuck roll->3/8-in apolis~*,0.5569306015968323,116 A 3 chuck roll,False
item_6134,13081003,"chuck roll n/off, greateromaha (ch_angu)",0.5565409660339355,116 A 3 chuck roll,False
item_7652,19101002,"ground chuck, 80% fine, greater omaha (c",0.5565135478973389,116 A 3 chuck roll,False
item_2172,10388103,bf chuck flap-z pr oma 12/3#,0.5546631217002869,116 A 3 chuck roll,False
item_2175,10871162,bf chuck roll n/off ca iap,0.5542312264442444,116 A 3 chuck roll,False
item_6124,13901054,"chuck roll n/off, afg s. b. (ch)",0.5530491471290588,116 A 3 chuck roll,False
item_2176,10871162,bf chuck roll n/off ca iap z,0.5525127053260803,116 A 3 chuck roll,False
item_6164,13081024,"chuck roll n/off, national (ch)",0.5506793856620789,116 A 3 chuck roll,False
item_6136,13091000,"chuck roll n/off, greateromaha halal",0.5505362749099731,116 A 3 chuck roll,False
item_6140,13094495,"chuck roll n/off, harmony (aa)",0.5503806471824646,116 A 3 chuck roll,False
item_6139,13094497,"chuck roll n/off, harmony (a)",0.5473135113716125,116 A 3 chuck roll,False
item_2199,1087A114,bf chuck roll n/off-ca har aaa,0.5472040772438049,116 A 3 chuck roll,False
item_2190,10871274,bf chuck roll n/off nr amh,0.5460383892059326,116 A 3 chuck roll,False
item_7651,19101000,"ground chuck, 80% fine, greater omaha",0.5459226369857788,116 A 3 chuck roll,False
item_2334,1041613,bf grnd chuck 80 fine fmc 10#bg,0.5455225110054016,116 A 3 chuck roll,False
item_6170,13083345,"chuck roll trim, diamond beef (aa)",0.5439960956573486,116 A 3 chuck roll,False
item_2182,10877660,bf chuck roll n/off ch crk-ct,0.5429524779319763,116 A 3 chuck roll,False
item_6110,120854,"chuck ground patty 85/15, 4oz wide",0.5429120659828186,116 A 3 chuck roll,False
item_6131,13081395,"chuck roll n/off, excel,1x1(aa)",0.5428836941719055,116 A 3 chuck roll,False
item_2338,10486CP,bf grnd chuck 80-coarse fmc 5#,0.5427108407020569,116 A 3 chuck roll,False
item_2213,1087A116,bf chuck roll-z n/off-ca cad aaa,0.541534960269928,116 A 3 chuck roll,False
item_798,11202018,"beef chuck roll-neckoff sliced 1/8 """,0.5396355390548706,116 A 3 chuck roll,False
item_6166,13081025,"chuck roll n/off, national (sel)",0.5387430787086487,116 A 3 chuck roll,False
item_6138,13084496,"chuck roll n/off, harmony",0.5385187268257141,116 A 3 chuck roll,False
item_774,11300412,beef chuck flap tail 12oz,0.5370439887046814,116 A 3 chuck roll,False
item_6123,13081054,"chuck roll n/off, afg (ch)",0.5366157293319702,116 A 3 chuck roll,False
item_2378,1040995,bf grnd-z chuck 73 fine ibp-heb 60#,0.5340729355812073,116 A 3 chuck roll,False
item_1014,18140090,beef ground chuck 90/10 fresh,0.5334917306900024,116 A 3 chuck roll,False
item_6125,13083896,"chuck roll n/off, clear river (nr)",0.5332779884338379,116 A 3 chuck roll,False
item_6160,13081036,"chuck roll n/off, jbs (nr)",0.532292366027832,116 A 3 chuck roll,False
item_2343,104866,bf grnd chuck 90 fine fmc10#bg,0.5320243835449219,116 A 3 chuck roll,False
item_799,11100400,beef chuck rolls/ clods prime,0.5317195057868958,116 A 3 chuck roll,False
item_6171,13083344,"chuck roll trim, diamond beef (aaa)",0.5315027832984924,116 A 3 chuck roll,False
item_2184,1087A2EX,bf chuck roll n/off ch exc,0.5313519835472107,116 A 3 chuck roll,False
item_6163,13081130,"chuck roll n/off, mex sukarne",0.5313015580177307,116 A 3 chuck roll,False
item_6130,13083744,"chuck roll n/off, excel (ch)",0.5304227471351624,116 A 3 chuck roll,False
item_6135,13081001,"chuck roll n/off, greateromaha (prime)",0.529967188835144,116 A 3 chuck roll,False
item_3448,10277510,bf wag-jap-a5 short rib chuck 2/15#,0.5281562805175781,116 A 3 chuck roll,False
item_2209,10877660,bf chuck roll-z n/off ch crk-ct,0.5280093550682068,116 A 3 chuck roll,False
item_6121,13173680,"chuck roll bone/in, mex sukarne",0.5262118577957153,116 A 3 chuck roll,False
item_6141,13094494,"chuck roll n/off, harmony (aaa)",0.5248006582260132,116 A 3 chuck roll,False
item_12026,34081,sausage roll 1#,0.5246900916099548,116 A 3 chuck roll,False
item_6169,13081034,"chuck roll trim, blue ribbon (aaa)",0.5245745182037354,116 A 3 chuck roll,False
item_6127,13081201,"chuck roll n/off, creekstone (prime)",0.5242581367492676,116 A 3 chuck roll,False
item_11551,160680,"ribeye roll, 6/8#",0.5241507291793823,116 A 3 chuck roll,False
item_6149,13081012,"chuck roll n/off, ibp (cangus)",0.5240475535392761,116 A 3 chuck roll,False
item_2337,10416615,bf grnd chuck 80 fine fmc 5#bg,0.5228829383850098,116 A 3 chuck roll,False
item_2200,1087A118,bf chuck roll n/off-ca jbs aaa,0.5227228999137878,116 A 3 chuck roll,False
item_2177,10871004,bf chuck roll n/off ca ibp str,0.5226032733917236,116 A 3 chuck roll,False
item_14298,1109911,veal chuck clod-bnl pio 15#,0.5218977332115173,116 A 3 chuck roll,False
item_2221,100904,bf chuck scotch tender ch excel,0.5212018489837646,116 A 3 chuck roll,False
item_6120,13171120,"chuck roll bone/in, mex praderas",0.5203019976615906,116 A 3 chuck roll,False
item_6147,13083555,"chuck roll n/off, heartland (sel)",0.5194681882858276,116 A 3 chuck roll,False
item_6143,13083554,"chuck roll n/off, heartland (ch)",0.5194373726844788,116 A 3 chuck roll,False
item_6213,120089,"chuck tender, ch",0.5188176035881042,116 A 3 chuck roll,False
item_6167,13083354,"chuck roll n/off, swift (ch)",0.5186802744865417,116 A 3 chuck roll,False
item_774,11300412,beef chuck flap tail 12oz,0.7184456586837769,116g Chuck Flap,False
item_2169,10388048,bf chuck flap->ch 00-oz 10#-vp,0.7143071293830872,116g Chuck Flap,False
item_773,11300410,beef chuck flap tail 10oz,0.7037172317504883,116g Chuck Flap,False
item_2166,10388103,bf chuck flap pr oma 12/3#,0.6968180537223816,116g Chuck Flap,False
item_779,11300007,beef chuck flap tail 7oz,0.6918668746948242,116g Chuck Flap,False
item_2172,10388103,bf chuck flap-z pr oma 12/3#,0.6914543509483337,116g Chuck Flap,False
item_778,11300006,beef chuck flap tail 6oz,0.6847344636917114,116g Chuck Flap,False
item_776,11300004,beef chuck flap tail 4oz,0.6820166110992432,116g Chuck Flap,False
item_775,11300003,beef chuck flap tail 3oz,0.6740363836288452,116g Chuck Flap,False
item_777,11300005,beef chuck flap tail 5oz,0.6576862931251526,116g Chuck Flap,False
item_2160,10388656,bf chuck flap ch-aaa exc,0.656008243560791,116g Chuck Flap,False
item_2161,10388654,bf chuck flap ch-aaa har,0.6302564740180969,116g Chuck Flap,False
item_2162,10388NX3,bf chuck flap hrf-cls,0.6262913346290588,116g Chuck Flap,False
item_2171,10380188,bf chuck flap-z nr uib,0.6229699850082397,116g Chuck Flap,False
item_9299,128015,mishima chuck tail flap,0.6189785003662109,116g Chuck Flap,False
item_2163,10388NX5,bf chuck flap hrf-cls-h,0.6130241751670837,116g Chuck Flap,False
item_6103,120810,"chuck ground 80/20, 10lb",0.5910224318504333,116g Chuck Flap,False
item_780,11320400,beef chuck flap tail choice,0.5839540958404541,116g Chuck Flap,False
item_2156,10388111,bf chuck flap ang omc-h,0.5789022445678711,116g Chuck Flap,False
item_782,11300800,beef chuck flap tail wagyu,0.5766730904579163,116g Chuck Flap,False
item_2164,10380183,bf chuck flap nr oma,0.5757504105567932,116g Chuck Flap,False
item_2159,10388NXL,bf chuck flap ch oma,0.5712419152259827,116g Chuck Flap,True
item_2155,10388108,bf chuck flap ang omc,0.5709040760993958,116g Chuck Flap,False
item_6102,120005,chuck flap meat beef,0.569962739944458,116g Chuck Flap,True
item_2206,10870531,bf chuck roll->3x3 sqc/jac 10#,0.5576398372650146,116g Chuck Flap,False
item_2165,10388NX1,bf chuck flap oma-hrf,0.5563642978668213,116g Chuck Flap,False
item_7650,120805,ground chuck patty 80/20 5.5oz,0.5555566549301147,116g Chuck Flap,False
item_6104,128005,"chuck ground 80/20, 5lb",0.5538451671600342,116g Chuck Flap,False
item_2158,1038865N,bf chuck flap ch nat,0.5499786734580994,116g Chuck Flap,False
item_844,128003,"beef chucktail flap, imported wagyu",0.5489295125007629,116g Chuck Flap,False
item_3448,10277510,bf wag-jap-a5 short rib chuck 2/15#,0.546000063419342,116g Chuck Flap,False
item_6105,128505,"chuck ground 85/15, 5lb",0.5453860759735107,116g Chuck Flap,False
item_2170,1038865N,bf chuck flap-z ch nat,0.5435141324996948,116g Chuck Flap,False
item_2378,1040995,bf grnd-z chuck 73 fine ibp-heb 60#,0.5413328409194946,116g Chuck Flap,False
item_14298,1109911,veal chuck clod-bnl pio 15#,0.5408138632774353,116g Chuck Flap,False
item_2343,104866,bf grnd chuck 90 fine fmc10#bg,0.5387870669364929,116g Chuck Flap,False
item_6111,128507,"chuck ground patty 85/15, 7oz",0.5351940393447876,116g Chuck Flap,False
item_6110,120854,"chuck ground patty 85/15, 4oz wide",0.5324882864952087,116g Chuck Flap,False
item_6106,128011,"chuck ground patty 80/20, 10oz",0.5323885679244995,116g Chuck Flap,False
item_6108,128007,"chuck ground patty 80/20, 7oz",0.5315036177635193,116g Chuck Flap,False
item_6107,120804,"chuck ground patty 80/20, 4oz",0.5310832858085632,116g Chuck Flap,False
item_6109,128018,"chuck ground patty 80/20, 8oz",0.5271855592727661,116g Chuck Flap,False
item_2173,1038870,bf chuck flap-z se nat,0.5254925489425659,116g Chuck Flap,False
item_14299,1109910,veal chuck clod-bnl prv 15#,0.52472323179245,116g Chuck Flap,False
item_2168,10388106,bf chuck flap se oma,0.524676501750946,116g Chuck Flap,False
item_2340,10487C,bf grnd chuck 80/20 fmc 2#,0.5241705775260925,116g Chuck Flap,False
item_2157,10388100,bf chuck flap cab oma,0.5230756998062134,116g Chuck Flap,False
item_2186,1087AAIB,bf chuck roll n/off ch ibp d1307ah,0.5212440490722656,116g Chuck Flap,False
item_2334,1041613,bf grnd chuck 80 fine fmc 10#bg,0.5170851945877075,116g Chuck Flap,False
item_2181,1087AAIC,bf chuck roll n/off ch aur #21620,0.516396701335907,116g Chuck Flap,False
item_3463,22058B,bison chuck roll-z 10#,0.5162630081176758,116g Chuck Flap,False
item_7609,42330,ground beef chuck 80/20,0.5135446190834045,116g Chuck Flap,False
item_793,42602,"beef chuck roll select 1/4"" n\off",0.5123271942138672,116g Chuck Flap,False
item_791,42600,"beef chuck roll choice 1/4"" n\off",0.5120389461517334,116g Chuck Flap,False
item_2198,1087A116,bf chuck roll n/off-ca cad aaa,0.5116727948188782,116g Chuck Flap,False
item_1013,18230015,beef ground chuck 85/15,0.5112675428390503,116g Chuck Flap,False
item_2344,10486501,bf grnd chuck 90 fine fmc10/1#-ivp,0.5104327201843262,116g Chuck Flap,False
item_797,112002JB,beef chuck roll-neckoff nr,0.5089170336723328,116g Chuck Flap,False
item_2222,100907,bf chuck scotch tender ch ibp d1187ah,0.5082961320877075,116g Chuck Flap,False
item_2167,1038870,bf chuck flap se nat,0.5074054002761841,116g Chuck Flap,False
item_804,11310412,beef chuck short ribs 12oz,0.5071447491645813,116g Chuck Flap,False
item_790,33116,"beef chuck roll ch gop 1/4"" n\off",0.5064533352851868,116g Chuck Flap,False
item_2207,10870532,bf chuck roll->cts g/w,0.5041707754135132,116g Chuck Flap,False
item_6157,13081162,"chuck roll n/off, iowa premium (cangus)",0.5022114515304565,116g Chuck Flap,False
item_2174,10878769,bf chuck roll n/off ca aur #61620,0.501010537147522,116g Chuck Flap,False
item_788,42601,"beef chuck roll 1/4"" n\off ibp choice",0.5008648633956909,116g Chuck Flap,False
item_719,15000600,beef brisket 120 prime,0.6733598113059998,120 1 brisket deckle off,False
item_1008,18120000,beef ground brisket 80/20,0.6554257869720459,120 1 brisket deckle off,False
item_7563,120780599,grobbels brisket burnt ends(13-1lb),0.61041259765625,120 1 brisket deckle off,False
item_715,15000500,beef brisket 120 choice (ui),0.6075422763824463,120 1 brisket deckle off,True
item_3714,114490,"brisket beef, whole, ch, 120 dekl, 4/9lb",0.6058639287948608,120 1 brisket deckle off,False
item_1009,190600,"beef ground brisket and chuck, 80/20",0.5952786803245544,120 1 brisket deckle off,False
item_716,15000590,beef brisket 120 choice angus,0.5928585529327393,120 1 brisket deckle off,False
item_3737,110004,"brisket pulled beef bbq, rich, 2/5lb",0.5924842357635498,120 1 brisket deckle off,False
item_6398,120770599,corned beef brisket flatsgrobbel(10pc),0.5902263522148132,120 1 brisket deckle off,False
item_3712,114001,"brisket beef, ch, 9-11a",0.5887503623962402,120 1 brisket deckle off,True
item_718,15000400,beef brisket 120 choice-ibp,0.5856359601020813,120 1 brisket deckle off,False
item_3732,110006,"brisket corned beef raw frz, 9-12lb",0.5847200751304626,120 1 brisket deckle off,False
item_717,15000910,beef brisket 120 choice light,0.5837987065315247,120 1 brisket deckle off,False
item_733,15000800,beef brisket wagyu 4/5,0.5832346081733704,120 1 brisket deckle off,False
item_176,19990550,50% brisket trim,0.583158552646637,120 1 brisket deckle off,False
item_728,10171072,beef brisket fully cooked -vienna-21400,0.58109450340271,120 1 brisket deckle off,False
item_3730,920212,brisket burger 5-2# pkgs,0.5799415111541748,120 1 brisket deckle off,False
item_6400,120760599,corned beef brisket points grobbel(11pc),0.5784373879432678,120 1 brisket deckle off,False
item_11683,112999,sadler smoked beef brisket-2 pc,0.572187066078186,120 1 brisket deckle off,False
item_185,720527,"527 cooked corned beef brisket, ressler",0.5707677006721497,120 1 brisket deckle off,False
item_1602,40366,beef sel brisket,0.5706283450126648,120 1 brisket deckle off,False
item_11268,111000,prime beef brisket,0.5695608258247375,120 1 brisket deckle off,False
item_3710,110120,"brisket beef pastrami, henry j, 10-12lb",0.5691030621528625,120 1 brisket deckle off,False
item_2118,1010832,bf brisket bnl ch wre,0.5631279349327087,120 1 brisket deckle off,False
item_747,40367,beef ch brisket,0.5624439120292664,120 1 brisket deckle off,False
item_730,41723,beef brisket points,0.5608978867530823,120 1 brisket deckle off,False
item_850,15122002,beef corned briskets raw-2 pc /cs,0.5593215227127075,120 1 brisket deckle off,False
item_3711,114000,"brisket beef, ch",0.5580979585647583,120 1 brisket deckle off,False
item_3736,12211024,"brisket flat, national (ch)",0.5492939352989197,120 1 brisket deckle off,False
item_14449,11119,veal trim brisket,0.5430703163146973,120 1 brisket deckle off,False
item_2121,1010880,bf brisket bnl oma-hrf,0.5428740382194519,120 1 brisket deckle off,False
item_14575,12032670,whole corned beef brisket (flat),0.541915237903595,120 1 brisket deckle off,False
item_6399,12012670,corned beef brisket points,0.5397554636001587,120 1 brisket deckle off,False
item_2114,1004A2IB,bf brisket bnl ch ibp d7107ah,0.5395790934562683,120 1 brisket deckle off,False
item_12747,110212,smithfield raw corned beef brisket-2pc,0.5390267372131348,120 1 brisket deckle off,False
item_14287,65418060,veal briskets fat on,0.5386701226234436,120 1 brisket deckle off,False
item_2122,10108A,bf brisket bnl pr oma,0.5362123250961304,120 1 brisket deckle off,False
item_9297,118017,mishima brisket 120 vp,0.5358943939208984,120 1 brisket deckle off,False
item_721,SP121,beef brisket choice*,0.5345384478569031,120 1 brisket deckle off,False
item_2115,10108,bf brisket bnl ch oma,0.5341293215751648,120 1 brisket deckle off,False
item_14286,65995000,veal briskets b/in .,0.5340369939804077,120 1 brisket deckle off,False
item_2131,1006A1XX,bf brisket flats/nose off ch *__,0.5335339903831482,120 1 brisket deckle off,False
item_725,15100600,beef brisket flat prime,0.53141850233078,120 1 brisket deckle off,False
item_2135,10060160,bf brisket flats/nose off ch oma-h,0.5309556722640991,120 1 brisket deckle off,False
item_2117,1004A2I1,bf brisket bnl ch str,0.5270046591758728,120 1 brisket deckle off,False
item_714,SP1214,beef brisket - prime*,0.5267806053161621,120 1 brisket deckle off,False
item_849,15110000,beef corned briskets cooked-18919,0.5255507826805115,120 1 brisket deckle off,False
item_2133,1004A3IB,bf brisket flats/nose off ch neb,0.5217767357826233,120 1 brisket deckle off,False
item_3729,12011144,"brisket bnls, western reserve (ch)",0.5216062664985657,120 1 brisket deckle off,False
item_734,40368,beef brisket waygu creekstone,0.520449697971344,120 1 brisket deckle off,False
item_851,15124335,beef corned briskets raw-box,0.5196478366851807,120 1 brisket deckle off,False
item_2113,101082,bf brisket bnl cab oma,0.5194942951202393,120 1 brisket deckle off,False
item_2127,10660931,bf brisket bnl-z ch-gf wgf 9#,0.5183337330818176,120 1 brisket deckle off,False
item_2119,10040234,bf brisket bnl ch-aaa sth,0.5181811451911926,120 1 brisket deckle off,False
item_724,41700,beef brisket flat choice,0.5177019834518433,120 1 brisket deckle off,False
item_3713,113000,"brisket beef, creekstone angus",0.5176002383232117,120 1 brisket deckle off,False
item_14576,12052670,"whole corned beef brisket, o`connell`s",0.5173838138580322,120 1 brisket deckle off,False
item_2134,10060155,bf brisket flats/nose off ch oma,0.5165501236915588,120 1 brisket deckle off,True
item_2137,10060158,bf brisket flats/nose off pr oma,0.5147885680198669,120 1 brisket deckle off,False
item_732,19090000,beef brisket points raw,0.514496386051178,120 1 brisket deckle off,False
item_2125,1003840,bf brisket bnl-z ch grf,0.5128142833709717,120 1 brisket deckle off,False
item_720,40367,beef brisket ad code,0.5101327300071716,120 1 brisket deckle off,False
item_14538,118350,wagyu corned beef brisket,0.5099964141845703,120 1 brisket deckle off,False
item_2136,10060156,bf brisket flats/nose off gohrf,0.5085738301277161,120 1 brisket deckle off,False
item_6430,1832711,cornedbf-raw thm brisk 2/9#,0.508299708366394,120 1 brisket deckle off,False
item_3734,110001,"brisket corned beef, henry j",0.5075356960296631,120 1 brisket deckle off,False
